parent_sku,store,store_name,product,category,subcategory,sizes_selling,sizes_total,product_age_weeks,stock_on_hand,weeks_of_cover,current_list_price,current_price,current_discount,current_velocity,recommended_price,recommended_discount,expected_velocity,current_weekly_rev,expected_weekly_rev,rev_delta,urgency,reasons,model_confidence,confidence_tier,action_type
NI604133050,2026,Bold La Serena,AIR MAX PLUS N°7US,Footwear,Street,3,12,125,,,194990,199990,0%,4.0,139990,30%,12.0,799960,1679880,879920,MEDIUM,Product is 125 weeks old; Discounted in other channels,0.993,HIGH,decrease
NIHQ1988001,2022,Bold Antofagasta,NIKE SHOX R4,Footwear,Street,4,10,50,,,169990,139990,20%,4.0,119990,30%,12.0,559960,1439880,879920,MEDIUM,Product is 50 weeks old,0.999,HIGH,decrease
NICW2288001,2026,Bold La Serena,AIR FORCE 1 07,Footwear,Street,5,11,139,,,124990,119990,0%,11.0,109990,15%,19.8,1319890,2177802,857912,MEDIUM,Product is 139 weeks old; Discounted in other channels,0.977,HIGH,decrease
NIHQ3950004,2028,Bold Costanera II,JORDAN MVP 92,Footwear,Street,2,10,16,,,152990,129990,15%,4.2,109990,30%,12.8,552457,1402372,849915,MEDIUM,Velocity declining,1.0,HIGH,decrease
NI604133050,2025,Bold Maipu,AIR MAX PLUS N°7US,Footwear,Street,4,12,125,,,194990,199990,0%,6.5,149990,20%,14.3,1299935,2144857,844922,MEDIUM,Product is 125 weeks old; Discounted in other channels,0.999,HIGH,decrease
NICW2288001,2031,Bold Valdivia,AIR FORCE 1 07,Footwear,Street,6,11,139,,,124990,119990,0%,8.0,99990,20%,17.6,959920,1759824,799904,MEDIUM,Product is 139 weeks old; Discounted in other channels,0.996,HIGH,decrease
NIHQ1988001,2016,Bold Temuco,NIKE SHOX R4,Footwear,Street,3,10,50,,,169990,169990,0%,5.8,139990,20%,12.7,977442,1770873,793431,MEDIUM,Product is 50 weeks old; Discounted in other channels,0.999,HIGH,decrease
NICW2288001,2029,Bold Parque Arauco II,AIR FORCE 1 07,Footwear,Street,5,11,139,,,124990,119990,0%,10.0,109990,15%,18.0,1199900,1979820,779920,MEDIUM,Product is 139 weeks old; Discounted in other channels,0.99,HIGH,decrease
NIHQ2037005,AB20,Centro Logistico Bold,AIR FORCE 1  07 LV8 ESS PLUS,Footwear,Street,2,10,19,,,126990,119990,15%,7.5,99990,20%,16.5,899925,1649835,749910,MEDIUM,Velocity declining,0.999,HIGH,decrease
NBU9060GRY,2028,Bold Costanera II,N.BALANCE U9060GRY MULTICOLOR,Footwear,Street,4,16,80,,,154990,149990,0%,6.5,119990,20%,14.3,974935,1715857,740922,MEDIUM,Product is 80 weeks old; Discounted in other channels,0.994,HIGH,decrease
NIDM2362002,2025,Bold Maipu,WMNS AIR MAX PLUS,Footwear,Street,3,9,61,,,194990,199990,0%,3.2,139990,30%,9.8,649967,1364902,714935,MEDIUM,Product is 61 weeks old; Discounted in other channels,0.999,HIGH,decrease
NICW2288001,2004,Bold Plaza Oeste,AIR FORCE 1 07,Footwear,Street,4,11,139,,,124990,119990,0%,9.0,109990,15%,16.2,1079910,1781838,701928,MEDIUM,Product is 139 weeks old; Discounted in other channels,0.991,HIGH,decrease
NIHV0949010,2028,Bold Costanera II,HOODIE M NK TCH FLC FZ WR HOODIE,Apparel,Street,3,4,66,,,122990,119990,0%,11.5,99990,15%,20.7,1379885,2069793,689908,MEDIUM,Product is 66 weeks old; Discounted in other channels,0.993,HIGH,decrease
NI604133050,2028,Bold Costanera II,AIR MAX PLUS N°7US,Footwear,Street,3,12,125,,,194990,199990,0%,5.2,149990,20%,11.6,1049947,1732384,682437,MEDIUM,Product is 125 weeks old; Discounted in other channels,0.995,HIGH,decrease
NIDM0032301,2013,Bold Plaza Arica,AIR MAX PLUS,Footwear,Street,2,11,47,,,194990,139990,30%,2.0,119990,40%,8.0,279980,959920,679940,MEDIUM,Product is 47 weeks old,1.0,HIGH,decrease
NICW2288001,2025,Bold Maipu,AIR FORCE 1 07,Footwear,Street,4,11,139,,,124990,119990,0%,8.5,109990,15%,15.3,1019915,1682847,662932,MEDIUM,Product is 139 weeks old; Discounted in other channels,0.984,HIGH,decrease
NIDZ3671201,2037,Bold Vespucio III,W AIR MAX PLUS F FADE,Footwear,Street,2,9,16,,,194990,149990,20%,2.0,119990,40%,8.0,299980,959920,659940,MEDIUM,In decline stage,0.999,HIGH,decrease
CAH3311200E0203,2029,Bold Parque Arauco II,JACKET DITROIT BLACK,Apparel,Top,1,4,12,,,280990,199990,30%,1.3,169990,40%,5.3,266653,906613,639960,MEDIUM,In clearance stage,1.0,MEDIUM,decrease
NIHF5441100,2021,Bold Puerto Montt,NIKE DUNK LOW RETRO BTTYS,Footwear,Street,3,10,46,,,122990,109990,15%,4.0,89990,30%,12.0,439960,1079880,639920,MEDIUM,Product is 46 weeks old,1.0,HIGH,decrease
ADIE5897,2029,Bold Parque Arauco II,HANDBALL SPEZIAL W BLACK/PINK,Footwear,Street,3,8,120,,,99990,69990,30%,3.8,59990,40%,15.0,262462,899850,637387,MEDIUM,Product is 120 weeks old,1.0,HIGH,decrease
NBGC9060GY,2026,Bold La Serena,GC9060GY Grey,Footwear,Street,4,6,15,,,94990,89990,0%,7.3,79990,20%,16.1,659926,1290505,630578,MEDIUM,In decline stage; Discounted in other channels,0.979,HIGH,decrease
NICW2288001,2007,Bold Plaza Sur,AIR FORCE 1 07,Footwear,Street,4,11,139,,,124990,119990,0%,8.0,109990,15%,14.4,959920,1583856,623936,MEDIUM,Product is 139 weeks old; Discounted in other channels,0.99,HIGH,decrease
NICD0609001,2007,Bold Plaza Sur,AIR MAX PLUS BG N°4Y,Footwear,Street,4,8,60,,,152990,139990,15%,5.0,119990,20%,11.0,699950,1319890,619940,MEDIUM,Product is 60 weeks old,1.0,HIGH,decrease
VN000CVS7YO,2016,Bold Temuco,MTE Sk8-Hi GORE-TEX,Footwear,Street,2,8,41,,,189990,129990,30%,2.0,109990,40%,8.0,259980,879920,619940,MEDIUM,Product is 41 weeks old,0.999,HIGH,decrease
ADIE5836,2037,Bold Vespucio III,SAMBA OG W CBLACK/WONWHI/SILVMT,Footwear,Street,4,8,65,,,99990,79990,20%,4.8,69990,30%,14.2,379952,997357,617405,MEDIUM,Product is 65 weeks old,0.999,HIGH,decrease
PM38926710,2035,Bold Talca,Puma-180 Sugared Almond,Footwear,Street,4,15,116,,,82990,54990,30%,4.2,49990,40%,17.0,233707,849830,616122,MEDIUM,Product is 116 weeks old,1.0,HIGH,decrease
NBMR530SG,2028,Bold Costanera II,530,Footwear,Street,5,16,85,,,99990,99990,0%,8.0,79990,20%,17.6,799920,1407824,607904,MEDIUM,Product is 85 weeks old; Discounted in other channels,0.993,HIGH,decrease
NIIH1338002,2025,Bold Maipu,NIKE SHOX TL REFLECTIVITY,Footwear,Street,2,10,13,,,192990,149990,20%,2.2,139990,30%,6.8,337477,944932,607455,MEDIUM,In decline stage,1.0,HIGH,decrease
NIDZ1847113,2034,Bold San Bernardo,W AF1 SHADOW PURPLE,Footwear,Street,2,9,48,,,142990,99990,30%,2.3,89990,40%,9.3,233309,839906,606596,MEDIUM,Product is 48 weeks old,0.999,HIGH,decrease
NIDD8959001,2022,Bold Antofagasta,WMNS AIR FORCE 1 07,Footwear,Street,4,10,123,,,124990,119990,0%,7.8,109990,15%,14.0,929922,1534360,604438,MEDIUM,Product is 123 weeks old; Discounted in other channels,0.992,HIGH,decrease
NIHV0959010,2037,Bold Vespucio III,PANT M NK TCH FLC JGGR,Apparel,Street,4,4,66,,,99990,99990,0%,7.8,79990,20%,17.1,774922,1363829,588907,MEDIUM,Product is 66 weeks old; Discounted in other channels,0.996,HIGH,decrease
NIHQ1988001,2024,Bold Puente,NIKE SHOX R4,Footwear,Street,2,10,50,,,169990,149990,15%,2.8,119990,30%,8.2,412472,989917,577445,MEDIUM,Product is 50 weeks old,1.0,HIGH,decrease
PM39520502,2025,Bold Maipu,Suede XL Black White,Footwear,Street,6,15,107,,,89990,89990,0%,9.0,69990,20%,19.8,809910,1385802,575892,MEDIUM,Product is 107 weeks old; Discounted in other channels,0.995,HIGH,decrease
NIDD8959001,2027,Bold Plaza Egaña,WMNS AIR FORCE 1 07,Footwear,Street,3,10,123,,,124990,119990,0%,5.8,99990,20%,12.7,689942,1264873,574931,MEDIUM,Product is 123 weeks old; Discounted in other channels,1.0,HIGH,decrease
NIDD8959001,2030,Bold Alameda,WMNS AIR FORCE 1 07,Footwear,Street,3,10,123,,,124990,119990,0%,5.8,99990,20%,12.7,689942,1264873,574931,MEDIUM,Product is 123 weeks old; Discounted in other channels,0.985,HIGH,decrease
NIDD8959100,2027,Bold Plaza Egaña,WMNS AIR FORCE 1 07,Footwear,Street,6,12,162,,,122990,119990,0%,9.2,99990,15%,16.7,1109907,1664833,554926,MEDIUM,Product is 162 weeks old; Discounted in other channels,0.999,HIGH,decrease
NIHQ1988001,2007,Bold Plaza Sur,NIKE SHOX R4,Footwear,Street,2,10,50,,,169990,139990,20%,2.5,119990,30%,7.5,349975,899925,549950,MEDIUM,Product is 50 weeks old,1.0,HIGH,decrease
NICW2288001,2024,Bold Puente,AIR FORCE 1 07,Footwear,Street,4,11,139,,,124990,119990,0%,7.0,109990,15%,12.6,839930,1385874,545944,MEDIUM,Product is 139 weeks old; Discounted in other channels,0.999,HIGH,decrease
ADHQ8708,2011,Bold Imperio,CAMPUS 00s BLACK/WHT,Footwear,Street,4,17,117,,,94990,89990,0%,4.5,69990,30%,13.5,404955,944865,539910,MEDIUM,Product is 117 weeks old; Discounted in other channels,0.999,HIGH,decrease
NIDD8959100,2025,Bold Maipu,WMNS AIR FORCE 1 07,Footwear,Street,5,12,162,,,122990,119990,0%,8.8,99990,15%,15.8,1049912,1574842,524930,MEDIUM,Product is 162 weeks old; Discounted in other channels,0.991,HIGH,decrease
NIHQ2091002,2030,Bold Alameda,JORDAN MAX AURA 7,Footwear,Street,2,10,18,,,142990,109990,20%,2.8,99990,30%,8.2,302472,824917,522445,MEDIUM,In decline stage,0.999,HIGH,decrease
NBU9060ORA,2037,Bold Vespucio III,U9060ORA BLACK,Footwear,Street,2,16,19,,,144990,99990,30%,2.0,89990,40%,8.0,199980,719920,519940,MEDIUM,In decline stage,1.0,HIGH,decrease
NICT3839009,2028,Bold Costanera II,AIR FORCE 1 BG N°7Y,Footwear,Street,2,8,18,,,102990,79990,20%,3.2,59990,40%,13.0,259967,779870,519902,MEDIUM,Velocity declining,0.999,HIGH,decrease
PM31308101,2028,Bold Costanera II,La France BLACK,Footwear,Street,4,8,29,,,119990,119990,0%,5.2,99990,20%,11.4,619948,1136553,516604,MEDIUM,Product is 29 weeks old; Discounted in other channels,0.97,HIGH,decrease
NIHJ1990010,2016,Bold Temuco,PANT CARGO NSW CLUB WOVEN BLACK,Apparel,Street,3,4,55,,,59990,39990,30%,5.2,34990,40%,20.7,206614,723126,516511,MEDIUM,Product is 55 weeks old,1.0,HIGH,decrease
NIFJ3145003,AB20,Centro Logistico Bold,W AIR MAX DN,Footwear,Street,1,9,76,,,192990,139990,30%,1.5,119990,40%,6.0,209985,719940,509955,MEDIUM,Product is 76 weeks old,1.0,MEDIUM,decrease
ADJI2062,2029,Bold Parque Arauco II,GAZELLE INDOOR COLLGREEN/WHT,Footwear,Street,2,10,81,,,99990,69990,30%,3.0,59990,40%,12.0,209970,719880,509910,MEDIUM,Product is 81 weeks old,1.0,HIGH,decrease
NIFV7249410,2034,Bold San Bernardo,HOODIE M J FLIGHT WASH FLC NAVY,Apparel,Street,2,4,47,,,96990,69990,30%,3.0,59990,40%,12.0,209970,719880,509910,MEDIUM,Product is 47 weeks old,1.0,HIGH,decrease
NICD0609036,2007,Bold Plaza Sur,"AIR MAX PLUS BG N°6,5Y",Footwear,Street,2,8,45,,,152990,109990,30%,2.0,89990,40%,8.0,219980,719920,499940,MEDIUM,Product is 45 weeks old,1.0,HIGH,decrease
NIHJ1990010,2036,Bold Chiloé,PANT CARGO NSW CLUB WOVEN BLACK,Apparel,Street,4,4,55,,,59990,39990,30%,5.0,34990,40%,20.0,199950,699800,499850,MEDIUM,Product is 55 weeks old,1.0,HIGH,decrease
NIDC0774101,2027,Bold Plaza Egaña,WMNS AIR JORDAN 1 LOW,Footwear,Street,3,9,121,,,126990,129990,0%,3.5,89990,30%,10.5,454965,944895,489930,MEDIUM,Product is 121 weeks old; Discounted in other channels,0.998,HIGH,decrease
ADIH7492,AB20,Centro Logistico Bold,CAMPUS 00S J DARK GREEN,Footwear,Street,2,8,102,,,64990,44990,30%,4.2,39990,40%,17.0,191207,679830,488622,MEDIUM,Product is 102 weeks old,1.0,HIGH,decrease
NIDD1873113,2007,Bold Plaza Sur,W NIKE DUNK LOW BETTER,Footwear,Street,3,9,46,,,122990,119990,0%,3.2,89990,30%,9.8,389967,877402,487435,MEDIUM,Product is 46 weeks old; Discounted in other channels,0.779,MEDIUM,decrease
NIHF5509602,2028,Bold Costanera II,W AIR MAX DN8,Footwear,Street,1,9,14,,,219990,139990,30%,1.2,129990,40%,5.0,174987,649950,474962,MEDIUM,In decline stage,1.0,MEDIUM,decrease
NIFQ3952001,2032,Bold Tobalaba,JORDAN SPIZIKE LOW (TD) N°7C,Footwear,Street,3,6,85,,,64990,59990,0%,4.8,39990,40%,19.0,284952,759810,474857,MEDIUM,Product is 85 weeks old; Discounted in other channels,0.996,HIGH,decrease
ADHQ8708,2029,Bold Parque Arauco II,CAMPUS 00s BLACK/WHT,Footwear,Street,4,17,117,,,94990,89990,0%,5.5,79990,20%,12.1,494945,967879,472934,MEDIUM,Product is 117 weeks old; Discounted in other channels,0.999,HIGH,decrease
ADIF6490,2005,Bold Ahumada,HANDBALL SPEZIAL W EARTH,Footwear,Street,3,8,106,,,99990,89990,15%,5.5,79990,20%,12.1,494945,967879,472934,MEDIUM,Product is 106 weeks old,1.0,HIGH,decrease
NIHJ0636010,2031,Bold Valdivia,HOODIE NSW NIKE AIR BLACK,Apparel,Street,2,4,51,,,79990,54990,30%,3.2,49990,40%,13.0,178717,649870,471152,MEDIUM,Product is 51 weeks old,1.0,HIGH,decrease
ADIE1379,2037,Bold Vespucio III,SAMBA XLG CBLACK/FTWWHT/GUM3,Footwear,Street,2,8,61,,,99990,69990,30%,2.8,59990,40%,11.0,192472,659890,467417,MEDIUM,Product is 61 weeks old,1.0,HIGH,decrease
NIHQ1966700,2004,Bold Plaza Oeste,AIR FORCE 1 07 LV8,Footwear,Street,1,6,26,,,132990,89990,30%,2.0,79990,40%,8.0,179980,639920,459940,MEDIUM,In decline stage,1.0,HIGH,decrease
NIHQ2851001,2037,Bold Vespucio III,TOTAL 90,Footwear,Street,2,10,18,,,126990,89990,30%,2.0,79990,40%,8.0,179980,639920,459940,MEDIUM,In decline stage,1.0,HIGH,decrease
NIIB6388100,2004,Bold Plaza Oeste,AIR FORCE 1 07 LV8,Footwear,Street,1,12,46,,,132990,89990,30%,2.0,79990,40%,8.0,179980,639920,459940,MEDIUM,Product is 46 weeks old,1.0,HIGH,decrease
NBMR530SG,2012,Bold Vivo Coquimbo,530,Footwear,Street,4,16,85,,,99990,99990,0%,6.0,79990,20%,13.2,599940,1055868,455928,MEDIUM,Product is 85 weeks old; Discounted in other channels,0.999,HIGH,decrease
NI604133050,2030,Bold Alameda,AIR MAX PLUS N°7US,Footwear,Street,2,12,125,,,194990,199990,0%,3.5,149990,20%,7.7,699965,1154923,454958,MEDIUM,Product is 125 weeks old; Discounted in other channels,0.996,HIGH,decrease
NIDC9486111,2022,Bold Antofagasta,W AIR FORCE 1 '07 NEXT NATURE,Equipment,Street,2,9,56,,,122990,99990,20%,2.7,89990,30%,8.0,266640,719920,453280,MEDIUM,Product is 56 weeks old,1.0,HIGH,decrease
NBGC9060GY,2034,Bold San Bernardo,GC9060GY Grey,Footwear,Street,3,6,15,,,94990,89990,0%,3.8,69990,30%,11.2,337462,787387,449925,MEDIUM,In decline stage; Discounted in other channels,0.997,HIGH,decrease
ADGY0042,2023,Bold Alto Las Condes,CAMPUS 00s W CRYWHT/CBLACK/OWHITE,Footwear,Street,3,8,61,,,94990,69990,30%,3.0,54990,40%,12.0,209970,659880,449910,MEDIUM,Product is 61 weeks old,1.0,HIGH,decrease
NIHQ1988001,2028,Bold Costanera II,NIKE SHOX R4,Footwear,Street,2,10,50,,,169990,169990,0%,3.2,139990,20%,7.2,552467,1000928,448461,MEDIUM,Product is 50 weeks old; Discounted in other channels,0.995,HIGH,decrease
NI604133050,2004,Bold Plaza Oeste,AIR MAX PLUS N°7US,Footwear,Street,2,12,125,,,194990,169990,15%,2.8,149990,20%,6.1,467472,907439,439967,MEDIUM,Product is 125 weeks old,1.0,HIGH,decrease
NIDM2362002,2023,Bold Alto Las Condes,WMNS AIR MAX PLUS,Footwear,Street,2,9,61,,,194990,199990,0%,2.0,139990,30%,6.0,399980,839940,439960,MEDIUM,Product is 61 weeks old; Discounted in other channels,0.925,HIGH,decrease
NICW2288001,2011,Bold Imperio,AIR FORCE 1 07,Footwear,Street,3,11,139,,,124990,109990,15%,4.0,99990,20%,8.8,439960,879912,439952,MEDIUM,Product is 139 weeks old,1.0,HIGH,decrease
NICT2302100,2006,Bold El Trébol,AIR FORCE 1 07,Footwear,Street,2,11,119,,,124990,109990,15%,2.8,89990,30%,8.2,302472,742417,439945,MEDIUM,Product is 119 weeks old,1.0,HIGH,decrease
NIHV0949010,2020,Bold Florida Center,HOODIE M NK TCH FLC FZ WR HOODIE,Apparel,Street,2,4,66,,,122990,109990,15%,2.8,89990,30%,8.2,302472,742417,439945,MEDIUM,Product is 66 weeks old,1.0,HIGH,decrease
NIIB6399003,2007,Bold Plaza Sur,NIKE DUNK LOW RETRO SE ESS PLUS,Footwear,Street,2,10,22,,,132990,99990,20%,2.0,79990,40%,8.0,199980,639920,439940,MEDIUM,In decline stage,1.0,HIGH,decrease
NBU740NW2,2037,Bold Vespucio III,U740NW2 WHITE,Footwear,Street,5,9,32,,,99990,99990,0%,5.8,79990,20%,12.7,574942,1011873,436931,MEDIUM,Product is 32 weeks old; Discounted in other channels,0.996,HIGH,decrease
NIHF5441100,2028,Bold Costanera II,NIKE DUNK LOW RETRO BTTYS,Footwear,Street,4,10,46,,,122990,119990,0%,4.2,99990,20%,9.4,509957,934906,424949,MEDIUM,Product is 46 weeks old; Discounted in other channels,0.999,HIGH,decrease
ADIE5897,2004,Bold Plaza Oeste,HANDBALL SPEZIAL W BLACK/PINK,Footwear,Street,2,8,120,,,99990,69990,30%,2.5,59990,40%,10.0,174975,599900,424925,MEDIUM,Product is 120 weeks old,1.0,HIGH,decrease
ADIE5897,2030,Bold Alameda,HANDBALL SPEZIAL W BLACK/PINK,Footwear,Street,2,8,120,,,99990,69990,30%,2.5,59990,40%,10.0,174975,599900,424925,MEDIUM,Product is 120 weeks old,1.0,HIGH,decrease
