parent_sku,store,store_name,product,category,subcategory,sizes_selling,sizes_total,product_age_weeks,current_list_price,current_price,current_discount,current_velocity,recommended_price,recommended_discount,expected_velocity,current_weekly_rev,expected_weekly_rev,rev_delta,urgency,reasons,model_confidence,action_type
BMGCL036401W25,B058,Bamers Florida Center II,GIRL AIRLINE HIGH BLACK 32,Footwear,Clogs,2,6,64,29990,29990,0%,2.0,17990,40%,2.3,59980,40589,-19390,MEDIUM,Product is 64 weeks old; Discounted in other channels,0.982,decrease
BMMCL031906S2,B011,Bamers Plaza Tobalaba,AIRLINE BLACK WHITE,Footwear,Clogs,3,6,167,26990,26990,0%,3.8,18990,30%,4.3,101212,81585,-19627,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.994,decrease
BMWCL036401S2,B055,Bamers Costanera Center I,AIRLINE HIGH BLACK,Footwear,Clogs,4,6,167,34990,34990,0%,12.8,27990,20%,15.2,446122,424742,-21380,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.998,decrease
BMWCL036464S2,B002,Bamers Apumanque,AIRLINE HIGH LIGHT GREY,Footwear,Clogs,2,6,167,34990,34990,0%,3.5,23990,30%,4.2,122465,99765,-22699,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.998,decrease
BMWCL004201W1,B049,Bamers El Trebol II,REFUGIO BLACK 40,Footwear,Clogs,2,6,167,24990,24990,0%,3.2,14990,40%,3.9,81217,58145,-23071,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.998,decrease
BMMCL031980S2,B008,Bamers Arauco Maipu,AIRLINE NAVY WHITE,Footwear,Clogs,2,6,167,26990,26990,0%,4.2,18990,30%,4.8,114707,91174,-23533,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.992,decrease
BMWCL031906S2,B008,Bamers Arauco Maipu,AIRLINE BLACK WHITE,Footwear,Clogs,4,7,167,26990,23990,15%,7.5,18990,30%,8.3,182212,158133,-24078,MEDIUM,Product is 167 weeks old,1.0,decrease
BMWCL031906S2,B057,Bamers Puerto Varas II,AIRLINE BLACK WHITE,Footwear,Clogs,3,7,167,26990,26990,0%,5.0,18990,30%,5.8,134950,110647,-24302,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.999,decrease
BMMCL031906S2,B055,Bamers Costanera Center I,AIRLINE BLACK WHITE,Footwear,Clogs,2,6,167,26990,26990,0%,4.8,18990,30%,5.4,128202,103341,-24861,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.992,decrease
BMMCL031906S2,B058,Bamers Florida Center II,AIRLINE BLACK WHITE,Footwear,Clogs,3,6,167,26990,26990,0%,4.8,18990,30%,5.4,128202,103341,-24861,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.995,decrease
BMWUCL004320W2,B060,Bamers Marina Arauco II,REFUGIO LINE NAVY 37,Footwear,Clogs,4,6,166,29990,29990,0%,4.0,20990,30%,4.5,119960,94508,-25451,MEDIUM,Product is 166 weeks old; Discounted in other channels,0.812,decrease
BMWCL031906S2,B046,Bamers Plaza Vespucio II,AIRLINE BLACK WHITE,Footwear,Clogs,3,7,167,26990,26990,0%,5.2,18990,30%,6.1,141697,116179,-25518,MEDIUM,Product is 167 weeks old; Discounted in other channels,1.0,decrease
BMWCL031906S2,B047,Bamers Plaza Norte II,AIRLINE BLACK WHITE,Footwear,Clogs,3,7,167,26990,26990,0%,5.2,18990,30%,6.1,141697,116179,-25518,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.991,decrease
BMWCL031906S2,B059,Bamers Alto las Condes II,AIRLINE BLACK WHITE,Footwear,Clogs,3,7,167,26990,26990,0%,5.2,18990,30%,6.1,141697,116179,-25518,MEDIUM,Product is 167 weeks old; Discounted in other channels,1.0,decrease
BMWCL036464S2,B003,Bamers Open Plaza Rancagu,AIRLINE HIGH LIGHT GREY,Footwear,Clogs,2,6,167,34990,34990,0%,4.0,23990,30%,4.8,139960,114017,-25942,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.998,decrease
BMMCL031980S2,B059,Bamers Alto las Condes II,AIRLINE NAVY WHITE,Footwear,Clogs,3,6,167,26990,26990,0%,4.8,18990,30%,5.4,128202,101900,-26302,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.995,decrease
BMWCL031906S2,B003,Bamers Open Plaza Rancagu,AIRLINE BLACK WHITE,Footwear,Clogs,4,7,167,26990,26990,0%,5.5,18990,30%,6.4,148445,121711,-26733,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.998,decrease
BMWBO055801W2,B057,Bamers Puerto Varas II,PLATFORM BOOTS BLACK 36,Footwear,Boots,2,6,152,69990,62990,15%,2.2,41990,40%,2.7,141738,113424,-28313,MEDIUM,Size curve breaking (50% attrition); Product is 152 weeks old,1.0,decrease
BMWCL036464S2,B057,Bamers Puerto Varas II,AIRLINE HIGH LIGHT GREY,Footwear,Clogs,3,6,167,34990,34990,0%,4.5,23990,30%,5.3,157455,128269,-29185,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.996,decrease
BMWCL036455W2,B010,Bamers Portal Osorno,AIRLINE HIGH NUDE 37,Footwear,Clogs,2,6,167,34990,34990,0%,2.8,20990,40%,3.2,96222,66398,-29823,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.992,decrease
BMWCL031906S2,B056,Bamers Rosas,AIRLINE BLACK WHITE,Footwear,Clogs,3,7,167,26990,26990,0%,4.0,15990,40%,4.9,107960,78058,-29901,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.991,decrease
BMWBO063637W3,B048,Bamers Parque Arauco II,WOMEN PLATF BOOTS ZIP LEATHER CARAMEL 36,Footwear,Boots,2,6,150,69990,62990,15%,2.0,41990,40%,2.3,125990,95912,-30077,MEDIUM,Size curve breaking (33% attrition); Product is 150 weeks old,1.0,decrease
BMWCL004201W1,B052,Bamers Coquimbo,REFUGIO BLACK 40,Footwear,Clogs,3,6,167,24990,24990,0%,4.2,14990,40%,5.1,106207,76036,-30171,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.989,decrease
BMWCL036455W2,B055,Bamers Costanera Center I,AIRLINE HIGH NUDE 37,Footwear,Clogs,3,6,167,34990,34990,0%,6.2,27990,20%,6.7,218687,188084,-30602,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.999,decrease
BMWBO060001W2,B057,Bamers Puerto Varas II,BLAST MINI LEATHER BLACK 35,Footwear,Boots,2,6,158,54990,48990,15%,2.8,32990,40%,3.2,136111,105400,-30710,MEDIUM,Size curve breaking (50% attrition); Product is 158 weeks old,0.999,decrease
BMMCL031980S2,B019,Bamers Portal La Reina,AIRLINE NAVY WHITE,Footwear,Clogs,3,6,167,26990,26990,0%,5.8,18990,30%,6.5,155192,123353,-31839,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.997,decrease
BMWCL036464S2,B010,Bamers Portal Osorno,AIRLINE HIGH LIGHT GREY,Footwear,Clogs,3,6,167,34990,34990,0%,5.0,23990,30%,5.9,174950,142522,-32427,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.998,decrease
BMWBO060001W2,B012,Bamers Mall Center Concep,BLAST MINI LEATHER BLACK 35,Footwear,Boots,2,6,166,54990,54990,0%,3.0,37990,30%,3.5,164970,132405,-32564,MEDIUM,Product is 166 weeks old; Discounted in other channels,0.997,decrease
BMWUCL004301W2,B004,Bamers Plaza Antofagasta,REFUGIO LINE BLACK 35,Footwear,Clogs,3,6,165,29990,29990,0%,4.0,17990,40%,4.7,119960,83974,-35985,MEDIUM,Product is 165 weeks old; Discounted in other channels,0.996,decrease
BMWCL036464S2,B054,Bamers Mall Plaza La Sere,AIRLINE HIGH LIGHT GREY,Footwear,Clogs,4,6,167,34990,34990,0%,10.5,27990,20%,11.8,367395,330765,-36629,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.998,decrease
BMWCL036464S2,B048,Bamers Parque Arauco II,AIRLINE HIGH LIGHT GREY,Footwear,Clogs,3,6,167,34990,34990,0%,5.8,23990,30%,6.8,201192,163900,-37292,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.998,decrease
BMWCL031906S2,B004,Bamers Plaza Antofagasta,AIRLINE BLACK WHITE,Footwear,Clogs,4,7,167,26990,26990,0%,8.0,18990,30%,9.3,215920,177035,-38884,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.992,decrease
BMWCL036464S2,B046,Bamers Plaza Vespucio II,AIRLINE HIGH LIGHT GREY,Footwear,Clogs,5,6,167,34990,34990,0%,11.5,27990,20%,12.9,402385,362266,-40118,MEDIUM,Product is 167 weeks old; Discounted in other channels,1.0,decrease
BMWCL036464S2,B012,Bamers Mall Center Concep,AIRLINE HIGH LIGHT GREY,Footwear,Clogs,3,6,167,34990,34990,15%,4.8,23990,30%,5.2,166202,125876,-40326,MEDIUM,Product is 167 weeks old,1.0,decrease
BMWCL031906S2,B054,Bamers Mall Plaza La Sere,AIRLINE BLACK WHITE,Footwear,Clogs,5,7,167,26990,26990,0%,8.5,18990,30%,9.9,229415,188099,-41315,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.994,decrease
BMWUCL004320W2,B048,Bamers Parque Arauco II,REFUGIO LINE NAVY 37,Footwear,Clogs,3,6,166,29990,29990,0%,4.8,17990,40%,5.5,142452,99767,-42684,MEDIUM,Product is 166 weeks old; Discounted in other channels,0.998,decrease
BMMCL031980S2,B048,Bamers Parque Arauco II,AIRLINE NAVY WHITE,Footwear,Clogs,3,6,167,26990,26990,0%,7.8,18990,30%,8.8,209172,166258,-42913,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.998,decrease
BMWCL036464S2,B050,Bamers Curico II,AIRLINE HIGH LIGHT GREY,Footwear,Clogs,3,6,167,34990,34990,0%,6.8,23990,30%,8.0,236182,192404,-43777,MEDIUM,Product is 167 weeks old; Discounted in other channels,1.0,decrease
BMWCL031906S2,B058,Bamers Florida Center II,AIRLINE BLACK WHITE,Footwear,Clogs,4,7,167,26990,26990,0%,6.0,15990,40%,7.3,161940,117087,-44852,MEDIUM,Product is 167 weeks old; Discounted in other channels,1.0,decrease
BMWCL036455W2,B024,Bamers Plaza Oeste,AIRLINE HIGH NUDE 37,Footwear,Clogs,3,6,167,34990,34990,0%,5.5,23990,30%,6.1,192445,146819,-45625,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.999,decrease
BMMCL031906S2,B022,Bamers Plaza Egaña,AIRLINE BLACK WHITE,Footwear,Clogs,4,6,167,26990,26990,0%,8.8,18990,30%,10.0,236162,190365,-45797,MEDIUM,Product is 167 weeks old; Discounted in other channels,1.0,decrease
BMMCL031906S2,B008,Bamers Arauco Maipu,AIRLINE BLACK WHITE,Footwear,Clogs,4,6,167,26990,26990,0%,9.0,18990,30%,10.3,242910,195804,-47105,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.998,decrease
BMMCL031980S2,B055,Bamers Costanera Center I,AIRLINE NAVY WHITE,Footwear,Clogs,5,6,167,26990,26990,0%,8.8,18990,30%,9.9,236162,187711,-48451,MEDIUM,Product is 167 weeks old; Discounted in other channels,1.0,decrease
BMMCL031906S2,B059,Bamers Alto las Condes II,AIRLINE BLACK WHITE,Footwear,Clogs,5,6,167,26990,26990,0%,10.0,18990,30%,11.5,269900,217560,-52339,MEDIUM,Product is 167 weeks old; Discounted in other channels,1.0,decrease
BMWCL036464S2,B008,Bamers Arauco Maipu,AIRLINE HIGH LIGHT GREY,Footwear,Clogs,5,6,167,34990,34990,0%,8.5,23990,30%,10.1,297415,242287,-55127,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.998,decrease
BMWCL036464S2,B047,Bamers Plaza Norte II,AIRLINE HIGH LIGHT GREY,Footwear,Clogs,5,6,167,34990,34990,0%,8.8,23990,30%,10.4,306162,249413,-56748,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.994,decrease
BMMCL031906S2,B060,Bamers Marina Arauco II,AIRLINE BLACK WHITE,Footwear,Clogs,4,6,167,26990,26990,0%,11.2,18990,30%,12.9,303637,244755,-58882,MEDIUM,Product is 167 weeks old; Discounted in other channels,1.0,decrease
BMWBO060037W2,B008,Bamers Arauco Maipu,BLAST MINI LEATHER CARAMEL 38,Footwear,Boots,2,6,167,54990,54990,0%,4.0,32990,40%,4.9,219960,160080,-59879,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.997,decrease
BMMCL031906S2,B004,Bamers Plaza Antofagasta,AIRLINE BLACK WHITE,Footwear,Clogs,5,6,167,26990,26990,0%,12.2,18990,30%,14.0,330627,266511,-64116,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.995,decrease
BMWBO060001W2,B049,Bamers El Trebol II,BLAST MINI LEATHER BLACK 35,Footwear,Boots,4,6,158,54990,54990,0%,6.2,37990,30%,7.3,343687,275844,-67843,MEDIUM,Product is 158 weeks old; Discounted in other channels,0.998,decrease
BMMCL031906S2,B054,Bamers Mall Plaza La Sere,AIRLINE BLACK WHITE,Footwear,Clogs,6,6,167,26990,26990,0%,14.5,18990,30%,16.6,391355,315462,-75892,MEDIUM,Product is 167 weeks old; Discounted in other channels,1.0,decrease
BMWCL036455W2,B048,Bamers Parque Arauco II,AIRLINE HIGH NUDE 37,Footwear,Clogs,5,6,167,34990,34990,0%,10.5,23990,30%,11.7,367395,280291,-87103,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.998,decrease
BMKBO000437W2,B049,Bamers El Trebol II,BLAST BABY LEATHER CARAMEL 19,Footwear,Boots,5,6,156,34990,32990,0%,9.8,20990,40%,10.9,318435,229774,-88660,MEDIUM,Product is 156 weeks old,1.0,decrease
BMWBO060037W2,B048,Bamers Parque Arauco II,BLAST MINI LEATHER CARAMEL 38,Footwear,Boots,4,6,167,54990,54990,0%,6.2,32990,40%,7.6,343687,250126,-93560,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.997,decrease
BMWCL036464S2,B049,Bamers El Trebol II,AIRLINE HIGH LIGHT GREY,Footwear,Clogs,4,6,167,34990,34990,0%,15.0,23990,30%,17.8,524850,427566,-97283,MEDIUM,Product is 167 weeks old; Discounted in other channels,1.0,decrease
BMWBO060037W2,B049,Bamers El Trebol II,BLAST MINI LEATHER CARAMEL 38,Footwear,Boots,5,6,167,54990,54990,0%,8.8,32990,40%,10.6,481162,350177,-130985,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.999,decrease
BMWBO055837W2,B049,Bamers El Trebol II,PLATFORM BOOTS CARAMEL 37,Footwear,Boots,5,6,166,69990,69990,0%,10.0,41990,40%,13.2,699900,555229,-144670,MEDIUM,Product is 166 weeks old; Discounted in other channels,0.999,decrease
BMMCL0319OVS5,B060,Bamers Marina Arauco II,MEN AIRLINE OLIVE 40,Footwear,Clogs,5,6,66,26990,21990,15%,6.5,15990,40%,26.0,145551,415740,270188,LOW,Product is 66 weeks old,0.667,decrease
BMWBI0755LBW26,B048,Bamers Parque Arauco II,BLAST MINI PLAT LEATHER LIGHT BROWN,Footwear,Booties,4,6,5,59990,56990,0%,5.2,47990,20%,11.6,299210,554284,255073,LOW,Discounted in other channels,0.998,decrease
BMWBO075537W25,B057,Bamers Puerto Varas II,WOMEN BLAST MINI PLATF LEATH  CARAM 40,Footwear,Boots,4,6,50,59990,56990,0%,5.0,47990,20%,11.0,284952,527890,242937,LOW,Product is 50 weeks old,0.577,decrease
BMWBI0755LBW26,B012,Bamers Mall Center Concep,BLAST MINI PLAT LEATHER LIGHT BROWN,Footwear,Booties,3,6,5,59990,59990,0%,4.0,47990,20%,8.8,239960,422312,182352,LOW,Discounted in other channels,0.897,decrease
BMWSS098301W26,B049,Bamers El Trebol II,SLIPPER FUR LEATHER II BLACK,Footwear,Slipper,3,6,4,44990,44990,0%,3.0,30990,30%,9.0,134970,278910,143940,LOW,Discounted in other channels,0.777,decrease
BMWBI0755LBW26,B055,Bamers Costanera Center I,BLAST MINI PLAT LEATHER LIGHT BROWN,Footwear,Booties,3,6,5,59990,59990,0%,3.0,47990,20%,6.6,179970,316734,136764,LOW,Discounted in other channels,0.645,decrease
BMWSN095816W26,B047,Bamers Plaza Norte II,WOMEN VERACRUZ WHITE,Footwear,Sneakers,1,6,8,24990,17990,30%,1.2,14990,40%,5.0,21875,74950,53075,LOW,Model predicts markdown based on overall patterns,1.0,decrease
BMWSN095816W26,B011,Bamers Plaza Tobalaba,WOMEN VERACRUZ WHITE,Footwear,Sneakers,1,6,8,24990,17990,30%,1.0,14990,40%,4.0,17500,59960,42460,LOW,Model predicts markdown based on overall patterns,0.999,decrease
BMWSN095816W26,B058,Bamers Florida Center II,WOMEN VERACRUZ WHITE,Footwear,Sneakers,1,6,8,24990,17990,30%,1.0,14990,40%,4.0,17500,59960,42460,LOW,Model predicts markdown based on overall patterns,0.999,decrease
BMGTCL0319IC,B055,Bamers Costanera Center I,GIRL AIRLINE ICE BLUE 33,Footwear,Clogs,2,6,17,19990,19990,0%,2.5,15990,20%,5.5,49975,87945,37970,LOW,Discounted in other channels,0.542,decrease
BMBCL031966W26,B012,Bamers Mall Center Concep,AIRLINE GREY PRINT,Footwear,Clogs,1,4,3,26990,21990,20%,1.0,18990,30%,3.0,21600,56970,35370,LOW,Model predicts markdown based on overall patterns,0.993,decrease
BMBCL031966W26,B048,Bamers Parque Arauco II,AIRLINE GREY PRINT,Footwear,Clogs,1,4,3,26990,21990,20%,1.0,18990,30%,3.0,21600,56970,35370,LOW,Model predicts markdown based on overall patterns,0.999,decrease
BMGTCL0319IC,B011,Bamers Plaza Tobalaba,GIRL AIRLINE ICE BLUE 33,Footwear,Clogs,1,6,16,19990,19990,0%,1.3,13990,30%,4.0,26653,55960,29306,LOW,Size curve breaking (33% attrition); Discounted in other channels,0.885,decrease
BMGTCL0319IC,B047,Bamers Plaza Norte II,GIRL AIRLINE ICE BLUE 33,Footwear,Clogs,1,6,16,19990,19990,0%,1.0,15990,20%,2.2,19990,35178,15188,LOW,Discounted in other channels,0.761,decrease
BMUBA102256W26,B054,Bamers Mall Plaza La Sere,PACK BAMITS SPACE 2 MULTI,Equipment,Charms,1,1,11,5990,5990,0%,1.5,3990,40%,6.0,8985,23940,14955,LOW,Discounted in other channels,0.998,decrease
BMUBA102256W26,B048,Bamers Parque Arauco II,PACK BAMITS SPACE 2 MULTI,Equipment,Charms,1,1,11,5990,5990,0%,2.0,3990,30%,6.0,11186,23940,12753,LOW,Model predicts markdown based on overall patterns,1.0,decrease
BMUKI103256W26,B048,Bamers Parque Arauco II,CLEANING KIT II MULTI,Equipment,Street,1,1,5,12990,12990,0%,1.2,9990,20%,2.8,16237,27472,11235,LOW,Discounted in other channels,0.931,decrease
BMUKI102556W26,B060,Bamers Marina Arauco II,WATERPROOF KIT MULTI,Equipment,Street,1,1,5,8990,8990,0%,1.8,6990,20%,2.3,15732,16008,276,LOW,Discounted in other channels,0.993,decrease
BMUKI102556W26,B010,Bamers Portal Osorno,WATERPROOF KIT MULTI,Equipment,Street,1,1,5,8990,8990,0%,1.2,6990,20%,1.6,11237,11434,197,LOW,Discounted in other channels,0.98,decrease
BMUBA101756W26,B047,Bamers Plaza Norte II,PACK BAMITS PIRATA MULTI,Equipment,Charms,1,1,10,5990,5990,0%,1.0,3990,40%,1.4,5990,5558,-431,LOW,Discounted in other channels,0.951,decrease
BMUBA101756W26,B054,Bamers Mall Plaza La Sere,PACK BAMITS PIRATA MULTI,Equipment,Charms,1,1,10,5990,5990,0%,2.5,3990,40%,3.5,14975,13896,-1078,LOW,Discounted in other channels,0.996,decrease
BMWSN095801W26,B011,Bamers Plaza Tobalaba,WOMEN VERACRUZ BLACK,Footwear,Sneakers,1,6,8,24990,17990,30%,1.0,14990,40%,1.1,17500,16377,-1122,LOW,Model predicts markdown based on overall patterns,0.999,decrease
BMWSN095801W26,B058,Bamers Florida Center II,WOMEN VERACRUZ BLACK,Footwear,Sneakers,1,6,8,24990,17990,30%,1.0,14990,40%,1.1,17500,16377,-1122,LOW,Model predicts markdown based on overall patterns,0.998,decrease
BMWSN095801W26,B010,Bamers Portal Osorno,WOMEN VERACRUZ BLACK,Footwear,Sneakers,1,6,8,24990,17990,30%,1.2,14990,40%,1.4,21875,20471,-1403,LOW,Size curve breaking (33% attrition),1.0,decrease
BMUAA096444,B055,Bamers Costanera Center I,BAMITS SORPRESA BA RED OSF,Equipment,Charms,1,1,24,5990,5990,0%,1.0,3990,30%,1.1,5990,4401,-1588,LOW,Discounted in other channels,0.999,decrease
BMWSN090801AS,B058,Bamers Florida Center II,WOMEN MUNICH III BLACK 36,Footwear,Sneakers,1,6,37,24990,17990,30%,1.0,14990,40%,1.0,17500,15728,-1771,LOW,Product is 37 weeks old,1.0,decrease
BMUAA096444,B024,Bamers Plaza Oeste,BAMITS SORPRESA BA RED OSF,Equipment,Charms,1,1,24,5990,5990,0%,1.2,3990,30%,1.4,7487,5501,-1986,LOW,Discounted in other channels,0.997,decrease
BMUBA101656W26,B010,Bamers Portal Osorno,PACK BAMITS CUTE 2 MULTI,Equipment,Street,1,1,7,5990,5990,0%,2.0,3990,40%,2.4,11980,9457,-2522,LOW,Discounted in other channels,0.881,decrease
BMUBA101656W26,B046,Bamers Plaza Vespucio II,PACK BAMITS CUTE 2 MULTI,Equipment,Street,1,1,7,5990,5990,0%,2.2,3990,30%,2.5,12585,9948,-2636,LOW,Model predicts markdown based on overall patterns,1.0,decrease
BMWCL0043LTPW26,B048,Bamers Parque Arauco II,REFUGIO LINE LIGHT PRINT,Footwear,Clogs,5,6,1,29990,29990,0%,6.5,23990,20%,8.0,194935,191234,-3700,LOW,Discounted in other channels,0.985,decrease
BMUBA065751W26,B048,Bamers Parque Arauco II,BAMITS HEART PINK,Equipment,Charms,1,1,11,2490,3990,0%,2.8,1990,20%,3.0,10271,5945,-4325,LOW,Discounted in other channels,0.997,decrease
BMWSN095801W26,B048,Bamers Parque Arauco II,WOMEN VERACRUZ BLACK,Footwear,Sneakers,2,6,8,24990,17990,30%,4.2,14990,40%,4.6,72916,68239,-4676,LOW,Model predicts markdown based on overall patterns,0.999,decrease
BMUBA100751W26,B048,Bamers Parque Arauco II,BAMITS BOBA BUBBLE PINK,Equipment,Charms,1,1,11,2490,3990,0%,3.8,1990,15%,4.2,14006,8422,-5583,LOW,Model predicts markdown based on overall patterns,0.947,decrease
BMUBA101656W26,B054,Bamers Mall Plaza La Sere,PACK BAMITS CUTE 2 MULTI,Equipment,Street,1,1,7,5990,5990,0%,4.0,3990,30%,4.6,23960,18175,-5784,LOW,Discounted in other channels,0.998,decrease
BMWSS098401W26,B049,Bamers El Trebol II,RAVELO HIGH BLACK,Footwear,Slipper,3,6,3,49990,49990,0%,4.5,41990,15%,4.8,224955,201464,-23490,LOW,Model predicts markdown based on overall patterns,0.973,decrease
